-9.700043600000000099e-01,2.430875299999999961e-01,0.000000000000000000e+00,9.700043600000000099e-01,-2.430875299999999961e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.688437932472532266e-01,2.441594541044186661e-01,0.000000000000000000e+00,9.711574610432147647e-01,-2.420137349220967959e-01,0.000000000000000000e+00,-2.313667795961467898e-03,-2.145719182321855888e-03,0.000000000000000000e+00
-9.568220442394896885e-01,2.547686422401559958e-01,0.000000000000000000e+00,9.822833489934665874e-01,-2.311795637510153656e-01,0.000000000000000000e+00,-2.546130475397680865e-02,-2.358907848914063021e-02,0.000000000000000000e+00
-9.230599113438974213e-01,2.804097840426031385e-01,0.000000000000000000e+00,1.007175404088096249e+00,-2.032602246444513150e-01,0.000000000000000000e+00,-8.411549274419871658e-02,-7.714955939815185126e-02,0.000000000000000000e+00
-8.840272647045720467e-01,3.039540658194577749e-01,0.000000000000000000e+00,1.027892462990599665e+00,-1.747200613812524561e-01,0.000000000000000000e+00,-1.438651982860275347e-01,-1.292340044382053743e-01,0.000000000000000000e+00
-8.394492880504174082e-01,3.245559700161271266e-01,0.000000000000000000e+00,1.044791597878499401e+00,-1.458181994084558619e-01,0.000000000000000000e+00,-2.053423098280819648e-01,-1.787377706076712924e-01,0.000000000000000000e+00
-7.892200348542627308e-01,3.411896361233268671e-01,0.000000000000000000e+00,1.058184548723062557e+00,-1.167258075903867542e-01,0.000000000000000000e+00,-2.689645138687998260e-01,-2.244638285329401683e-01,0.000000000000000000e+00
-7.334966642012609173e-01,3.526922394360620938e-01,0.000000000000000000e+00,1.068330096794859685e+00,-8.754835378348431452e-02,0.000000000000000000e+00,-3.348334325935987121e-01,-2.651438856525778487e-01,0.000000000000000000e+00
-6.727868043373301798e-01,3.578643180115471667e-01,0.000000000000000000e+00,1.075430591621018950e+00,-5.834393381780605958e-02,0.000000000000000000e+00,-4.026437872836886589e-01,-2.995203841937412181e-01,0.000000000000000000e+00
-6.079913007176104278e-01,3.556302429243459184e-01,0.000000000000000000e+00,1.079630687574322012e+00,-2.913818828388249280e-02,0.000000000000000000e+00,-4.716393868567114178e-01,-3.264920546404634916e-01,0.000000000000000000e+00
-5.403596500436734784e-01,3.452315773447771075e-01,0.000000000000000000e+00,1.081017081951108461e+00,6.340859821656746886e-05,0.000000000000000000e+00,-5.406574319074347601e-01,-3.452949859429937374e-01,0.000000000000000000e+00
-4.713387473527962390e-01,3.263921730170691315e-01,0.000000000000000000e+00,1.079618573219659705e+00,2.926501787713428962e-02,0.000000000000000000e+00,-6.082798258668632441e-01,-3.556571908942035010e-01,0.000000000000000000e+00
-4.023460392145014608e-01,2.993863699999511074e-01,0.000000000000000000e+00,1.075406111724416913e+00,5.847077996575550385e-02,0.000000000000000000e+00,-6.730600725099151749e-01,-3.578571499657067223e-01,0.000000000000000000e+00
-3.345428109829648999e-01,2.649799249256486466e-01,0.000000000000000000e+00,1.068292748565751182e+00,8.767515682559540169e-02,0.000000000000000000e+00,-7.337499375827859494e-01,-3.526550817512441593e-01,0.000000000000000000e+00
-2.686833142231473404e-01,2.242751696093781832e-01,0.000000000000000000e+00,1.058133577815844051e+00,1.168523951168299047e-01,0.000000000000000000e+00,-7.894502635926963219e-01,-3.411275647262082544e-01,0.000000000000000000e+00
-2.050709157457680787e-01,1.785299814296217591e-01,0.000000000000000000e+00,1.044726001023175366e+00,1.459442277468928073e-01,0.000000000000000000e+00,-8.396550852774069540e-01,-3.244742091765147052e-01,0.000000000000000000e+00
